interviewID,socialclass,age3g,opportunities,morescience_lowfaith,right_wrong,science_not_important,better_of_ worse_of,partyvotefor,sex
840073413,3,3,1,9,10,4,10,840001,1
840073414,3,3,10,1,2,1,10,840002,1
840073415,3,3,10,10,1,1,10,840002,2
840073416,2,2,7,4,1,1,10,840001,1
840073417,2,2,10,2,1,3,10,840002,1
840073418,2,2,9,4,3,4,10,840001,1
840073419,2,2,9,1,2,1,10,840002,1
840073420,2,3,10,2,1,1,10,840001,1
840073421,2,3,10,1,1,2,10,840002,1
840073422,2,3,6,3,6,5,10,840002,1
840073423,2,3,10,6,1,1,10,840001,1
840073424,4,3,8,5,4,7,10,840001,1
840073425,2,3,8,2,1,1,10,840002,1
840073426,3,2,9,1,2,7,10,840002,2
840073427,3,2,9,3,2,1,10,840002,1
840073428,5,3,10,10,10,9,10,840002,2
840073429,2,3,10,3,1,3,10,840001,1
840073430,3,2,10,1,1,1,10,840002,1
840073431,4,2,9,2,2,2,10,840005,2
840073432,3,2,10,1,2,1,10,840002,1
840073433,3,3,9,5,1,10,10,840005,2
840073434,3,3,10,1,2,1,10,840002,1
840073435,2,3,10,3,1,1,10,840002,1
840073436,2,3,9,2,3,2,10,840001,1
840073437,2,1,8,3,1,1,10,840002,2
840073438,2,3,10,1,1,1,10,840002,1
840073439,3,2,6,1,1,7,10,840002,1
840073440,2,3,9,1,1,10,10,840001,2
840073441,5,3,9,3,3,5,10,840001,2
840073442,3,3,10,1,1,10,10,840002,1
840073443,2,3,8,8,1,2,10,840005,1
840073444,4,3,7,1,1,1,10,840002,1
840073445,2,2,9,1,1,1,10,840002,2
840073446,2,3,7,6,1,1,10,840001,1
840073447,3,3,9,5,6,7,10,840004,1
840073448,3,2,9,1,4,7,10,840004,1
840073449,4,3,10,1,2,1,10,840002,1
840073450,-2,2,10,1,1,1,10,840002,1
840073451,3,2,10,6,2,1,10,840002,1
840073452,2,2,8,5,5,3,10,840001,1
840073453,3,2,10,1,1,1,10,840002,2
840073454,3,3,6,3,5,1,10,840002,1
840073455,3,2,10,1,1,1,10,840002,2
840073456,3,3,10,5,7,6,10,840002,2
840073457,2,2,10,1,1,1,10,840002,1
840073458,3,2,10,1,1,1,10,840002,1
840073459,3,2,10,3,3,1,10,840001,1
840073460,2,2,6,8,1,1,10,840001,2
840073461,2,2,9,2,3,2,10,840002,2
840073462,2,3,10,1,1,1,10,840005,1
840073463,4,3,10,1,1,1,10,840002,1
840073464,2,3,8,9,1,10,10,840001,1
840073465,2,3,6,1,1,1,10,840005,1
840073466,4,3,10,10,10,1,10,840002,2
840073467,3,2,10,2,2,1,10,840002,1
840073468,3,3,8,3,4,5,10,840005,1
840073469,4,3,10,3,1,3,10,840002,1
840073470,4,2,10,10,5,7,10,840002,2
840073471,2,2,10,3,3,2,10,840002,2
840073472,4,1,5,1,1,10,10,840002,2
840073473,2,3,10,8,1,1,10,840001,1
840073474,2,2,9,2,1,2,10,840001,1
840073475,2,2,8,1,1,1,10,840002,2
840073476,2,3,1,9,4,7,10,840002,1
840073477,4,1,10,1,1,1,10,840004,2
840073478,2,2,10,4,7,2,10,840002,2
840073479,3,2,2,1,2,1,10,840001,1
840073480,3,3,10,1,1,-2,10,840002,1
840073481,3,2,10,1,1,1,10,840005,2
840073482,2,3,7,5,1,3,10,840002,2
840073483,5,2,10,1,1,1,10,840004,2
840073484,2,1,10,2,3,1,10,840005,1
840073485,4,3,6,4,4,2,10,840004,1
840073486,3,2,5,1,1,1,10,840002,1
840073487,2,2,10,1,1,1,10,840002,1
840073488,3,3,10,5,10,7,10,840002,1
840073489,3,1,10,3,2,1,10,840002,2
840073490,4,2,10,1,1,1,10,840002,1
840073491,3,2,8,1,1,1,10,840005,1
840073492,2,3,8,5,1,2,10,840002,1
840073493,3,3,10,1,1,1,10,840002,2
840073494,3,2,7,1,1,1,10,840002,1
840073495,2,3,8,5,7,1,10,840002,2
840073496,2,2,10,1,1,1,10,840002,1
840073497,3,1,10,9,5,1,10,840002,2
840073498,2,3,10,1,1,1,10,-2,1
840073499,2,3,8,1,1,1,10,840001,2
840073500,2,2,10,7,2,1,10,840001,1
840073501,4,3,10,10,5,10,10,840001,1
840073502,4,3,10,1,1,1,10,840002,1
840073503,3,3,10,10,1,1,10,840001,1
840073504,4,3,10,1,1,1,10,840005,1
840073505,3,2,10,1,1,1,10,840002,1
840073506,2,3,10,8,8,8,10,840002,2
840073507,4,1,10,5,4,1,10,840002,2
840073508,3,1,9,1,1,4,10,840002,1
840073509,4,1,10,1,1,1,10,840002,1
840073510,5,2,9,7,1,3,10,840002,2
840073511,3,3,6,6,1,1,10,840002,2
840073512,3,2,8,3,1,6,10,840002,1
840073513,2,3,10,9,9,1,10,840002,2
840073514,3,2,10,1,1,1,10,840002,1
840073515,3,3,10,1,1,1,10,840002,2
840073516,3,2,10,9,1,9,10,840002,2
840073517,3,3,8,1,1,2,10,840005,1
840073518,3,3,8,1,1,1,10,840002,1
840073519,4,3,3,8,8,1,10,840001,1
840073520,2,3,7,1,1,1,10,840002,1
840073521,2,3,9,1,1,2,10,840002,2
840073522,2,3,9,8,2,1,10,-2,1
840073523,3,2,10,10,1,1,10,840002,1
840073524,3,3,10,1,1,1,10,840002,1
840073525,2,2,10,10,1,1,10,840002,2
840073526,3,3,10,2,1,1,10,840001,2
840073527,3,3,10,10,10,2,10,840002,1
840073528,4,3,10,3,8,1,10,840002,1
840073529,3,3,10,1,1,1,10,840002,2
840073530,1,3,10,1,1,1,10,840002,2
840073531,2,3,10,1,5,1,10,840001,1
840073532,4,3,10,1,1,1,10,840002,1
840073533,3,3,6,1,1,1,10,840005,2
840073534,5,2,3,1,1,1,10,840002,1
840073535,3,2,10,10,1,1,10,840001,1
840073536,3,2,10,1,1,10,10,-2,2
840073537,3,3,10,1,9,1,10,840002,1
840073538,3,2,9,1,7,1,10,840002,2
840073539,3,3,10,1,1,1,10,840002,2
840073540,4,3,8,1,8,1,10,840002,2
840073541,-1,1,1,1,1,10,-1,-2,1
840073542,3,3,10,3,5,5,7,840002,1
840073543,5,3,7,5,1,1,8,840002,2
840073544,4,2,-2,-2,-2,-2,-2,840001,2
840073545,-2,2,-2,-2,-2,-2,-2,840001,1
840073546,2,3,-2,-2,-2,-2,-2,840002,2
840073547,4,1,8,6,-2,-2,-2,-2,2
840073548,-2,1,-2,-2,-2,-2,-2,-2,2
840073549,4,3,-2,-2,-2,-2,-2,-2,1
840073550,4,2,-2,-2,-2,-2,-2,840001,2
840073551,3,1,-2,-2,-2,-2,-2,840002,2
840073552,-2,1,-2,-2,-2,-2,-2,-2,1
840073553,3,1,-2,-2,-2,-2,-2,840001,2
840073554,-2,1,-2,-2,-2,-2,-2,-2,1
840073555,-2,1,-2,-2,-2,-2,-2,-2,2
840073556,4,1,-2,-2,-2,-2,-2,840005,2
840073557,-2,3,-2,-2,-2,-2,-2,-2,2
840073558,3,3,-2,-2,-2,-2,-2,840001,1
840073559,3,2,-2,-2,-2,-2,-2,840001,2
840073560,4,1,-2,-2,-2,-2,-2,840002,2
840073561,-2,1,-2,-2,-2,-2,-2,-2,2
840073562,-2,1,-2,-2,-2,-2,-2,-2,1
840073563,2,2,6,1,1,2,-2,840002,2
840073564,2,2,-2,-2,-2,-2,-2,-2,1
840073565,2,1,-2,-2,-2,-2,-2,840002,2
840073566,-2,1,-2,8,-2,-2,-2,-2,1
840073567,-2,2,-2,-2,-2,-2,-2,-2,2
840073568,3,3,-2,-2,-2,-2,-2,-2,2
840073569,-2,1,-2,-2,-2,-2,-2,-2,2
840073570,-2,1,-2,-2,-2,-2,-2,-2,1
840073571,4,2,-2,-2,-2,-2,-2,840005,2
840073572,-2,2,-2,-2,-2,-2,-2,-2,2
840073573,3,2,4,2,2,2,4,-2,2
840073574,-2,2,4,7,5,5,4,-2,2
840073575,-2,1,5,5,5,5,5,-2,2
840073576,2,2,5,5,5,5,5,-2,2
840073577,3,1,5,2,1,1,5,840004,2
840073578,2,2,5,5,5,5,5,840002,2
840073579,5,2,5,5,5,5,5,-2,2
840073580,4,3,7,8,5,5,5,-2,2
840073581,4,3,5,5,5,5,5,840001,2
840073582,2,3,1,5,6,9,5,-2,2
840073583,4,2,5,5,5,5,5,840002,1
840073584,-2,2,5,5,5,3,5,840005,2
840073585,4,2,5,5,10,5,5,840002,1
840073586,4,2,6,6,5,2,6,-2,2
840073587,4,1,6,10,6,1,7,840001,2
840073588,4,3,8,6,6,6,7,-2,2
840073589,2,3,10,10,10,10,8,-2,2
840073590,3,1,5,5,5,1,8,-2,2
840073591,3,1,10,6,8,8,8,840005,2
840073592,5,2,7,7,5,8,8,840002,2
840073593,3,2,7,1,1,3,9,840005,1
840073594,3,1,10,1,5,1,10,840002,2
840073595,3,1,10,3,1,1,10,840002,1
840073596,-2,2,10,10,10,10,10,840005,2
